year,ticker,com_name,size,capex,total_debt,d_to_e,ocf,total_equity,ld_to_e,sich
2018,ESTE,EARTHSTONE ENERGY INC,1004.308,182.72,78.828,0.095376604,102.379,826.492,1,1311
2019,ESTE,EARTHSTONE ENERGY INC,1125.543,204.795,173.4,0.207478065,126.248,835.751,1,1311
2020,ESTE,EARTHSTONE ENERGY INC,1005.257,88.211,117.687,0.144306321,131.502,815.536,1,1311
2021,ESTE,EARTHSTONE ENERGY INC,1556.367,427.21,321.957,0.307721496,230.874,1046.261,1,1311
2022,ESTE,EARTHSTONE ENERGY INC,3937.401,2017.782,1060.288,0.456230742,1018.879,2324.017,1,1311
2014,ET,ENERGY TRANSFER LP,64469,5381,30661,1.374070091,3175,22314,0,4922
2015,ET,ENERGY TRANSFER LP,71189,9386,36968,1.566573438,3068,23598,0,4922
2016,ET,ENERGY TRANSFER LP,79011,8092,44052,1.956388506,3417,22517,0,4922
2017,ET,ENERGY TRANSFER LP,86246,8444,44084,1.470446965,4560,29980,0,4922
2018,ET,ENERGY TRANSFER LP,88246,7407,46028,1.491993517,7033,30850,0,4922
2019,ET,ENERGY TRANSFER LP,98880,5960,52018,1.53694785,8003,33845,0,4922
2020,ET,ENERGY TRANSFER LP,95144,5130,52331,1.667229514,7361,31388,0,4922
2021,ET,ENERGY TRANSFER LP,105963,2822,50566,1.285195069,11162,39345,0,4922
2022,ET,ENERGY TRANSFER LP,105643,3381,49107,1.207776876,9051,40659,0,4922
2023,ET,ENERGY TRANSFER LP,113698,3134,53227,1.211383964,9555,43939,0,4922
2024,ET,ENERGY TRANSFER LP,125380,4164,60557,1.315970185,11506,46017,0,4922
2014,ETP,ENERGY TRANSFER PARTNERS -LP,48221,4158,19340,1.05891371,2558,18264,0,4922
2015,ETP,ENERGY TRANSFER PARTNERS -LP,65173,9098,28912,1.068282589,2747,27064,0,4922
2016,ETP,ENERGY TRANSFER PARTNERS -LP,70191,7550,33180,1.249246988,3303,26560,0,4922
2017,ETP,ENERGY TRANSFER PARTNERS -LP,77965,8335,33094,0.969049223,4485,34151,0,4922
2014,EXCE,EXCO RESOURCES INC,2356.896,402.566,1446.535,2.836320892,362.093,510.004,0,1311
2014,EXE,EXPAND ENERGY CORP,40751,6618,11565,0.635265037,4634,18205,0,1311
2015,EXE,EXPAND ENERGY CORP,17357,3771,10764,4.490613267,1234,2397,0,1311
2018,EXE,EXPAND ENERGY CORP,10947,2267,7722,16.53533191,2000,467,0,1311
2019,EXE,EXPAND ENERGY CORP,16193,2263,9501,2.158827539,1623,4401,0,1311
2021,EXE,EXPAND ENERGY CORP,11009,735,2316,0.408393581,1788,5671,1,1311
2022,EXE,EXPAND ENERGY CORP,15468,1823,3212,0.35203858,4125,9124,1,1311
2023,EXE,EXPAND ENERGY CORP,14376,1829,2127,0.19824774,2380,10729,1,1311
2024,EXE,EXPAND ENERGY CORP,27894,1557,5825,0.331625391,1565,17565,1,1311
2015,EXTN,EXTERRAN CORP,1788.396,158.925,525.593,0.65215228,130.503,805.936,0,1389
2016,EXTN,EXTERRAN CORP,1374.778,74.325,348.97,0.626774742,263.489,556.771,0,1389
2017,EXTN,EXTERRAN CORP,1460.807,131.673,368.472,0.664169608,148.626,554.786,0,1389
2018,EXTN,EXTERRAN CORP,1567.054,215.108,404.259,0.731265636,157.3,552.821,0,1389
2019,EXTN,EXTERRAN CORP,1418.004,193.274,481.05,1.174616275,178.726,409.538,0,1389
2020,EXTN,EXTERRAN CORP,1303.491,75.611,598.533,2.02321926,-37.611,295.832,0,1389
2021,EXTN,EXTERRAN CORP,1179.197,39.553,604.885,3.294724171,45.328,183.592,0,1389
2014,FANG,DIAMONDBACK ENERGY INC,3095.481,1447.576,673.5,0.339258306,356.389,1985.213,1,1311
2015,FANG,DIAMONDBACK ENERGY INC,2758.412,902.087,495.5,0.23494848,416.501,2108.973,1,1311
2016,FANG,DIAMONDBACK ENERGY INC,5349.68,1191.167,1105.912,0.275219422,332.08,4018.292,1,1311
2017,FANG,DIAMONDBACK ENERGY INC,7770.985,3301.837,1477.347,0.264675136,888.625,5581.737,1,1311
2018,FANG,DIAMONDBACK ENERGY INC,21595.687,3482.825,4464.338,0.315138743,1564.505,14166.262,1,1311
2019,FANG,DIAMONDBACK ENERGY INC,23531,3702,5386,0.361331008,2734,14906,1,1311
2020,FANG,DIAMONDBACK ENERGY INC,17619,2044,5815,0.593125255,2118,9804,1,1311
2021,FANG,DIAMONDBACK ENERGY INC,22898,2299,6687,0.504869762,3944,13245,1,1311
2022,FANG,DIAMONDBACK ENERGY INC,26209,3505,6248,0.398215424,6325,15690,1,1311
2023,FANG,DIAMONDBACK ENERGY INC,29001,4714,6641,0.381009753,5920,17430,1,1311
2024,FANG,DIAMONDBACK ENERGY INC,67292,11787,12975,0.325497968,6413,39862,1,1311
2022,FEAM,5E ADVANCED MATERIALS INC,70.886,11.4,0.561,0.008952794,-28.615,62.662,1,1400
2023,FEAM,5E ADVANCED MATERIALS INC,100.899,40.083,37.921,0.707930404,-30.695,53.566,0,1400
2024,FEAM,5E ADVANCED MATERIALS INC,89.504,7.187,65.163,6.086586961,-26.872,10.706,0,1400
2014,FELPQ,FORESIGHT ENERGY LP,1865.222,229.251,1554.105,11.45394043,236.04,135.683,0,1220
2015,FELPQ,FORESIGHT ENERGY LP,1837.04,85.026,1643.857,87.05486416,200.412,18.883,0,1220
2017,FELPQ,FORESIGHT ENERGY LP,2606.64,76.455,1515.176,2.241961688,144.449,675.826,0,1220
2018,FELPQ,FORESIGHT ENERGY LP,2388.173,84.147,1444.587,2.420899424,133.367,596.715,0,1220
2014,FET,FORUM ENERGY TECH INC,2221.628,53.792,428.85,0.307216526,269.966,1395.921,1,3533
2015,FET,FORUM ENERGY TECH INC,1886.042,32.291,396.269,0.315145254,155.913,1257.417,1,3533
2016,FET,FORUM ENERGY TECH INC,1835.192,16.828,396.871,0.321155142,64.742,1235.761,1,3533
2017,FET,FORUM ENERGY TECH INC,2195.228,26.709,507.906,0.360468582,-40.033,1409.016,1,3533
2018,FET,FORUM ENERGY TECH INC,1829.652,24.043,518.711,0.503541314,2.407,1030.126,1,3533
2019,FET,FORUM ENERGY TECH INC,1159.997,15.102,462.055,0.950654166,104.144,486.039,0,3533
2020,FET,FORUM ENERGY TECH INC,889.926,2.246,351.205,0.864534409,3.883,406.236,0,3533
2021,FET,FORUM ENERGY TECH INC,791.336,2.399,278.931,0.847490019,-15.775,329.126,0,3533
2022,FET,FORUM ENERGY TECH INC,834.757,7.492,313.312,1.020443923,-17.054,307.035,0,3533
2023,FET,FORUM ENERGY TECH INC,821.061,7.944,201.403,0.488092324,8.183,412.633,1,3533
2014,FLSS,FORBES ENERGY SERVICES LTD,483.613,37.877,292.17,2.273855756,47.244,128.491,0,1389
2015,FLSS,FORBES ENERGY SERVICES LTD,412.427,9.568,308.314,3.758872511,36.582,82.023,0,1389
2014,FMSA,FAIRMOUNT SANTROL HOLDINGS,1514.016,143.491,1252.639,37.42125232,205.276,33.474,0,1400
2016,FMSA,FAIRMOUNT SANTROL HOLDINGS,1202.91,30.597,843.013,3.357012584,-5.216,251.12,0,1400
2017,FMSA,FAIRMOUNT SANTROL HOLDINGS,1265.319,99.573,748.93,2.338257975,144.788,320.294,0,1400
2014,FPPP,FIELDPOINT PETROLEUM CORP,22.898,6.132,7.24,0.660102115,3.766,10.968,0,1311
2015,FPPP,FIELDPOINT PETROLEUM CORP,10.52,0.235,6.478,7.38654504,0.7,0.877,0,1311
2017,FTI,TECHNIPFMC PLC,28263.7,255.7,3855,0.287484899,210.7,13409.4,1,1389
2018,FTI,TECHNIPFMC PLC,24784.5,368.1,4191.7,0.401854107,-185.4,10430.9,1,1389
2019,FTI,TECHNIPFMC PLC,23518.8,454.4,5432.2,0.706572495,848.5,7688.1,0,1389
2020,FTI,TECHNIPFMC PLC,19692.6,291.8,5108.8,1.212253518,656.9,4214.3,0,1389
2021,FTI,TECHNIPFMC PLC,10020.1,191.7,2829.7,0.827784929,781.3,3418.4,0,1389
2022,FTI,TECHNIPFMC PLC,9444.3,157.9,2291.7,0.699392682,352.1,3276.7,0,1389
2023,FTI,TECHNIPFMC PLC,9656.6,225.2,1969.2,0.620787491,693,3172.1,0,1389
2024,FTI,TECHNIPFMC PLC,9869.2,281.6,1791.4,0.570800408,961,3138.4,1,1389
2014,FTI.1,FMC TECHNOLOGIES INC,7175.6,404.4,1301,0.525083747,892.5,2477.7,1,3533
2015,FTI.1,FMC TECHNOLOGIES INC,6437.9,250.8,1150.1,0.454423328,932.4,2530.9,1,3533
2018,FTSI,FTS INTERNATIONAL INC,743.7,100.5,503.2,4.707202993,384.8,106.9,0,1389
2019,FTSI,FTS INTERNATIONAL INC,639.3,54.4,485.1,12.86737401,123.9,37.7,0,1389
2020,FTSI,FTS INTERNATIONAL INC,315,21.1,6.3,0.023630908,-43.6,266.6,1,1389
2014,FXEN,FX ENERGY INC,78.893,17.452,50,2.429071123,2.12,20.584,0,1311
2017,GDP,GOODRICH PETROLEUM CORP,152.141,28.763,55.725,0.990649055,18.306,56.251,0,1311
2018,GDP,GOODRICH PETROLEUM CORP,187.764,105.088,76.82,1.192301723,49.186,64.43,0,1311
2019,GDP,GOODRICH PETROLEUM CORP,239.318,99.301,106.649,1.267141924,79.071,84.165,0,1311
2020,GDP,GOODRICH PETROLEUM CORP,205.077,58.262,113.931,2.74070243,58.891,41.57,0,1311
2014,GLRI,GLORI ENERGY INC,67.435,42.362,19.225,0.466456387,-8.186,41.215,1,1311
2015,GLRI,GLORI ENERGY INC,22.264,5.808,10.525,1.616495162,-9.711,6.511,0,1311
2014,GPOR,GULFPORT ENERGY CORP,3632.393,1336.307,716.484,0.312017266,409.873,2296.296,1,1311
2015,GPOR,GULFPORT ENERGY CORP,3334.734,1592.701,946.263,0.464119005,322.179,2038.837,1,1311
2016,GPOR,GULFPORT ENERGY CORP,4223.145,758.077,1593.875,0.729832336,337.843,2183.892,0,1311
2017,GPOR,GULFPORT ENERGY CORP,5807.752,2432.707,2038.943,0.657381286,679.889,3101.614,0,1311
2018,GPOR,GULFPORT ENERGY CORP,6051.036,873.17,2087.416,0.627272093,752.488,3327.768,0,1311
2019,GPOR,GULFPORT ENERGY CORP,3882.819,725.078,2036.089,1.548837206,723.993,1314.592,0,1311
2021,GPOR,GULFPORT ENERGY CORP,2168.232,309.443,713.268,1.174347272,465.14,607.374,0,1311
2022,GPOR,GULFPORT ENERGY CORP,2534.479,460.78,720.868,0.818117644,739.077,881.13,0,1311
2023,GPOR,GULFPORT ENERGY CORP,3267.613,537.36,681.681,0.309027088,723.181,2205.894,1,1311
2024,GPOR,GULFPORT ENERGY CORP,2865.697,454.098,708.956,0.405409377,650.033,1748.741,1,1311
2014,GRHHQ,GREENHUNTER RESOURCES INC,34.453,3.308,9.51,0.955778894,-0.935,9.95,0,1389
2021,GRNT,GRANITE RIDGE RESOURCES INC,547.246,219.286,51.1,0.107594803,181.181,474.93,1,1311
2023,GRNT,GRANITE RIDGE RESOURCES INC,927.104,359.2,110,0.163776995,302.867,671.645,1,1311
2024,GRNT,GRANITE RIDGE RESOURCES INC,1036.479,346.993,205,0.32265528,275.733,635.353,1,1311
2014,GRZZU,GRIZZLY ENERGY LLC,3793.592,1445.939,1937.134,1.262703733,339.752,1534.116,0,1311
2014,GSTCQ,GASTAR EXPLORATION INC,775.794,155.95,360.303,1.028596632,64.325,350.286,0,1311
2014,HAL,HALLIBURTON CO,32240,3283,7854,0.48189962,4062,16298,1,1389
2015,HAL,HALLIBURTON CO,36942,2184,15346,0.990383995,2906,15495,0,1389
2016,HAL,HALLIBURTON CO,27000,798,12377,1.310012701,-1703,9448,0,1389
2017,HAL,HALLIBURTON CO,25085,1373,10870,1.30195233,2468,8349,0,1389
2018,HAL,HALLIBURTON CO,25982,2026,10455,1.09545264,3157,9544,0,1389
2019,HAL,HALLIBURTON CO,25377,1530,11503,1.433395639,2445,8025,0,1389
2020,HAL,HALLIBURTON CO,20680,728,10978,2.203090508,1881,4983,0,1389
2021,HAL,HALLIBURTON CO,22321,799,10330,1.535374554,1911,6728,0,1389
2022,HAL,HALLIBURTON CO,23255,1011,9084,1.138773975,2242,7977,0,1389
2023,HAL,HALLIBURTON CO,24683,1379,8973,0.951235026,3458,9433,0,1389
2024,HAL,HALLIBURTON CO,25587,1442,8772,0.831626849,3865,10548,0,1389
2017,HCC,WARRIOR MET COAL INC,993.315,92.625,345.913,0.837515102,434.512,413.023,0,1220
2018,HCC,WARRIOR MET COAL INC,1395.04,110.557,468.991,0.658129529,559.396,712.612,0,1220
2019,HCC,WARRIOR MET COAL INC,1344.264,130.67,374.863,0.48964448,532.814,765.582,1,1220
2020,HCC,WARRIOR MET COAL INC,1393.936,114.581,418.384,0.576889613,112.626,725.241,1,1220
2021,HCC,WARRIOR MET COAL INC,1464.211,71.355,391.862,0.449391789,351.543,871.983,1,1220
2022,HCC,WARRIOR MET COAL INC,2028.095,257.677,335.679,0.231900188,841.904,1447.515,1,1220
2023,HCC,WARRIOR MET COAL INC,2357.058,524.786,173.242,0.092423041,701.108,1874.446,1,1220
2024,HCC,WARRIOR MET COAL INC,2591.516,488.281,173.037,0.082760471,367.448,2090.817,1,1220
2014,HCRSQ,HI-CRUSH INC,436.12,40.465,200.364,1.122858536,104.37,178.441,0,1400
2015,HCRSQ,HI-CRUSH INC,419.629,62.236,254.395,1.824352428,87.316,139.444,0,1400
2016,HCRSQ,HI-CRUSH INC,529.31,42.591,196.42,0.670645516,-26.644,292.882,0,1400
2017,HCRSQ,HI-CRUSH INC,1123.14,122.032,197.419,0.248127596,96.269,795.635,1,1400
2018,HCRSQ,HI-CRUSH INC,1433.838,141.546,445.477,0.551847204,237.303,807.247,1,1400
2019,HCRSQ,HI-CRUSH INC,1111.137,71.696,559.953,1.395959853,29.878,401.124,0,1400
2014,HEROQ,HERCULES OFFSHORE INC,2002.407,147.522,1210.919,1.96887474,114.713,615.031,0,1400
2015,HEROQ,HERCULES OFFSHORE INC,1108.14,83.163,428.715,0.760225985,-36.06,563.931,0,1400
2014,HES,HESS CORP,38578,5274,5987,0.268234767,4464,22320,1,1311
2015,HES,HESS CORP,34195,4321,6630,0.324984069,1981,20401,1,1311
2016,HES,HESS CORP,28621,2251,6806,0.436533898,795,15591,1,1311
2017,HES,HESS CORP,23112,1937,6977,0.564756354,945,12354,1,1311
2018,HES,HESS CORP,21433,2097,6672,0.612784717,1939,10888,0,1311
2019,HES,HESS CORP,21782,2829,7932,0.817226458,1642,9706,0,1311
2020,HES,HESS CORP,18821,2197,9075,1.432517758,1333,6335,0,1311
2021,HES,HESS CORP,20515,1747,9141,1.301024765,2890,7026,0,1311
2022,HES,HESS CORP,21695,2725,9150,1.076977401,3944,8496,0,1311
2023,HES,HESS CORP,24007,4108,9598,0.99958342,3942,9602,0,1311
2024,HES,HESS CORP,26551,4946,9460,0.788136299,5600,12003,0,1311
2019,HESM,HESS MIDSTREAM LP,3277.7,306.4,1754.3,1.316943172,470.7,1332.1,0,1311
2020,HESM,HESS MIDSTREAM LP,3374.5,301.1,1910.1,1.440497738,641.7,1326,0,1311
2021,HESM,HESS MIDSTREAM LP,3485.6,163.2,2563.5,3.403930421,795.5,753.1,0,1311
2022,HESM,HESS MIDSTREAM LP,3588.2,238.2,2885.6,5.454820416,861.1,529,0,1311
2023,HESM,HESS MIDSTREAM LP,3789.5,223.5,3211.4,8.841960352,866.4,363.2,0,1311
2024,HESM,HESS MIDSTREAM LP,4151,306.1,3471.9,7.461637653,940.3,465.3,0,1311
2014,HLX,HELIX ENERGY SOLUTIONS GROUP,2700.698,336.912,551.372,0.333462758,359.485,1653.474,1,1389
2015,HLX,HELIX ENERGY SOLUTIONS GROUP,2411.952,320.311,761.328,0.595269762,110.805,1278.963,1,1389
2016,HLX,HELIX ENERGY SOLUTIONS GROUP,2246.941,186.487,625.967,0.488344643,38.714,1281.814,1,1389
2017,HLX,HELIX ENERGY SOLUTIONS GROUP,2362.837,231.127,495.627,0.316211059,51.638,1567.393,1,1389
2018,HLX,HELIX ENERGY SOLUTIONS GROUP,2347.73,137.083,440.315,0.272172528,196.744,1617.779,1,1389
2019,HLX,HELIX ENERGY SOLUTIONS GROUP,2596.731,140.854,611.465,0.359771851,169.669,1699.591,1,1389
2020,HLX,HELIX ENERGY SOLUTIONS GROUP,2498.278,20.244,502.171,0.288521778,98.8,1740.496,1,1389
2021,HLX,HELIX ENERGY SOLUTIONS GROUP,2326.028,8.322,410.947,0.249441416,140.117,1647.469,1,1389
2022,HLX,HELIX ENERGY SOLUTIONS GROUP,2389.338,33.504,469.675,0.309667181,51.108,1516.709,1,1389
2023,HLX,HELIX ENERGY SOLUTIONS GROUP,2556.036,19.588,540.569,0.360139241,152.457,1501,1,1389
2024,HLX,HELIX ENERGY SOLUTIONS GROUP,2597.08,23.303,661.123,0.435016598,186.028,1519.765,1,1389
2015,HNR,HARVEST NATURAL RESOURCES,47.781,1.27,0.214,0.00575176,-23.892,37.206,1,1311
2014,HNRG,HALLADOR ENERGY CO,579.585,25.835,306.345,1.613403555,55.866,189.875,0,1220
2015,HNRG,HALLADOR ENERGY CO,545.49,31.167,249.47,1.206217967,94.656,206.82,0,1220
2016,HNRG,HALLADOR ENERGY CO,528.506,19.832,233.74,1.077689151,60.918,216.89,0,1220
2017,HNRG,HALLADOR ENERGY CO,518.193,28.622,198.944,0.797936813,61.568,249.323,0,1220
2018,HNRG,HALLADOR ENERGY CO,515.499,35.091,181.047,0.710339226,51.57,254.874,0,1220
2019,HNRG,HALLADOR ENERGY CO,425.627,35.533,174.438,0.910760716,38.243,191.53,0,1220
2020,HNRG,HALLADOR ENERGY CO,384.13,20.688,142.22,0.767677858,52.576,185.26,0,1220
2021,HNRG,HALLADOR ENERGY CO,353.98,28.05,108.189,0.593678492,47.974,182.235,1,1220
2022,HNRG,HALLADOR ENERGY CO,630.554,54.02,101.974,0.474244735,54.169,215.024,1,1220
2023,HNRG,HALLADOR ENERGY CO,589.78,75.352,119.693,0.445637929,59.414,268.588,1,1220
2014,HP,HELMERICH & PAYNE,6721.861,952.892,80,0.01635665,1118.527,4890.977,1,1381
2015,HP,HELMERICH & PAYNE,7152.012,1133.482,531.537,0.108533376,1418.744,4897.452,1,1381
2016,HP,HELMERICH & PAYNE,6832.019,257.169,491.847,0.107839309,753.597,4560.925,1,1381
2017,HP,HELMERICH & PAYNE,6439.988,397.567,492.902,0.11835544,357.217,4164.591,1,1381
2018,HP,HELMERICH & PAYNE,6214.867,466.584,493.968,0.112707704,544.531,4382.735,1,1381
2019,HP,HELMERICH & PAYNE,5839.515,458.402,479.356,0.119473918,855.751,4012.223,1,1381
2020,HP,HELMERICH & PAYNE,4829.621,140.795,525.977,0.158497749,538.881,3318.514,1,1381
2021,HP,HELMERICH & PAYNE,5034.128,82.148,1075.971,0.369417136,136.44,2912.618,1,1381
2022,HP,HELMERICH & PAYNE,4355.531,272.539,582.342,0.210575988,233.913,2765.472,1,1381
2023,HP,HELMERICH & PAYNE,4381.956,395.46,599.954,0.216438073,833.682,2771.943,1,1381
2024,HP,HELMERICH & PAYNE,5781.898,495.072,1858.912,0.637235221,684.663,2917.152,0,1381
2020,HPK,HIGHPEAK ENERGY INC,537.93,119.025,0.508,0.001071219,1.311,474.226,1,1311
2021,HPK,HIGHPEAK ENERGY INC,818.96,290.996,98.785,0.178614371,147.015,553.063,1,1311
2022,HPK,HIGHPEAK ENERGY INC,2279.482,1311.346,704.692,0.602482629,504.014,1169.647,1,1311
2023,HPK,HIGHPEAK ENERGY INC,3080.791,1025.133,1150.827,0.741167924,756.389,1552.721,0,1311
2024,HPK,HIGHPEAK ENERGY INC,3063.288,619.888,1049.773,0.655102543,690.391,1602.456,0,1311
2014,HPR,HIGHPOINT RESOURCES CORP,2244.484,584.601,828.992,0.80524688,261.717,1029.488,0,1311
2015,HPR,HIGHPOINT RESOURCES CORP,1515.229,325.757,803.801,1.463009814,193.678,549.416,0,1311
2016,HPR,HIGHPOINT RESOURCES CORP,1385.341,108.065,712.262,1.246208947,121.736,571.543,0,1311
2017,HPR,HIGHPOINT RESOURCES CORP,1390.706,240.557,618.213,1.032844154,121.99,598.554,0,1311
2018,HPR,HIGHPOINT RESOURCES CORP,2252.46,454.469,619.246,0.510887734,231.441,1212.098,1,1311
2019,HPR,HIGHPOINT RESOURCES CORP,2156.052,431.078,773.393,0.713911335,278.635,1083.318,0,1311
2014,HRST,HARVEST OIL & GAS CORP,2249.203,102.761,1030.391,0.966493233,148.2,1066.113,0,1311
2015,HRST,HARVEST OIL & GAS CORP,1923.602,318.28,688.614,0.689607725,141.283,998.559,0,1311
2016,HRST,HARVEST OIL & GAS CORP,1606.77,15.258,606.948,0.800293246,33.875,758.407,0,1311
2017,HRST,HARVEST OIL & GAS CORP,1441.805,88.668,605.549,0.964231575,31.7,628.012,0,1311
2019,HUSA,HOUSTON AMERN ENERGY CORP,7.069,0.692,0.318,0.05446138,-0.725,5.839,1,1311
2020,HUSA,HOUSTON AMERN ENERGY CORP,6.842,1.51,0.218,0.033856189,-0.865,6.439,1,1311
2021,HUSA,HOUSTON AMERN ENERGY CORP,10.734,0.043,0.269,0.026086113,-0.681,10.312,1,1311
2022,HUSA,HOUSTON AMERN ENERGY CORP,11.731,0.015,0.211,0.018644517,-0.229,11.317,1,1311
2023,HUSA,HOUSTON AMERN ENERGY CORP,10.379,0,0.146,0.014605842,0.263,9.996,1,1311
2024,HUSA,HOUSTON AMERN ENERGY CORP,4.402,0,0.071,0.016876634,-1.536,4.207,1,1311
2014,ICDIQ,INDEPENDENCE CONTRACT DRLLNG,289.547,115.388,22.519,0.095122837,3.809,236.736,1,1381
2015,ICDIQ,INDEPENDENCE CONTRACT DRLLNG,314.789,75.532,62.708,0.269437176,27.379,232.737,1,1381
2016,ICDIQ,INDEPENDENCE CONTRACT DRLLNG,302.107,21.106,26.519,0.10308569,16.973,257.252,1,1381
2017,ICDIQ,INDEPENDENCE CONTRACT DRLLNG,304.645,31.347,49.811,0.211527845,4.933,235.482,1,1381
2018,ICDIQ,INDEPENDENCE CONTRACT DRLLNG,584.862,37.55,130.599,0.333558091,16.135,391.533,1,1381
2019,ICDIQ,INDEPENDENCE CONTRACT DRLLNG,517.001,38.32,140.35,0.42325601,27.921,331.596,1,1381
2020,ICDIQ,INDEPENDENCE CONTRACT DRLLNG,413.209,14.229,147.963,0.598960463,0.287,247.033,1,1381
2021,ICDIQ,INDEPENDENCE CONTRACT DRLLNG,397.104,16.415,147.933,0.757740909,-9.579,195.229,0,1381
2022,ICDIQ,INDEPENDENCE CONTRACT DRLLNG,429.714,43.047,146.832,0.683855583,28.577,214.712,0,1381
2023,ICDIQ,INDEPENDENCE CONTRACT DRLLNG,394.677,40.655,158.084,0.870607284,61.022,181.579,0,1381
